year,commune,nbre_pdc,total_bornes
2015,caudry,0.0,8.0
2015,caulnes,0.0,4.0
2015,caumont,0.0,4.0
2015,caumont-sur-durance,0.0,28.0
2015,caunes-minervois,0.0,8.0
2015,caurel,0.0,18.0
2015,cauro,0.0,16.0
2015,causse-de-la-selle,0.0,108.0
2015,cauterets,0.0,8.0
2015,caux,0.0,4.0
2015,cavaillon,0.0,120.0
2015,cavan,0.0,4.0
2015,caves,0.0,8.0
2015,cavignac,0.0,4.0
2015,cavillargues,0.0,8.0
2015,cayenne,0.0,3.0
2015,cazals,0.0,8.0
2015,cazouls-lès-béziers,0.0,8.0
2015,cazères,0.0,4.0
2015,ceilhes-et-rocozels,0.0,8.0
2015,celle-lévescault,0.0,8.0
2015,cenon-sur-vienne,0.0,16.0
2015,cerbère,0.0,8.0
2015,cerfontaine,0.0,8.0
2015,cergy,0.0,48.0
2015,cerisy-la-salle,0.0,4.0
2015,cerisé,0.0,378.0
2015,cernay,0.0,4.0
2015,cernay-la-ville,0.0,4.0
2015,cerneux,0.0,4.0
2015,cers,0.0,8.0
2015,cesny-les-sources,0.0,12.0
2015,cessenon-sur-orb,0.0,8.0
2015,cesson,0.0,1028.0
2015,cesson-sévigné,0.0,419.0
2015,cessy,0.0,2.0
2015,cestas,0.0,8.0
2015,cestayrols,0.0,4.0
2015,ceyreste,0.0,20.0
2015,chabanais,0.0,4.0
2015,chabournay,0.0,8.0
2015,chailly-en-bière,0.0,4.0
2015,chailly-en-brie,0.0,4.0
2015,chaillé-les-marais,0.0,8.0
2015,chalabre,0.0,16.0
2015,chalais,0.0,8.0
2015,chalandray,0.0,8.0
2015,chalautre-la-grande,0.0,4.0
2015,chalautre-la-petite,0.0,4.0
2015,chaligny,0.0,4.0
2015,challans,0.0,35.0
2015,challonges,0.0,1.0
2015,chalmaison,0.0,4.0
2015,chalon-sur-saône,0.0,407.0
2015,chalonnes-sur-loire,0.0,12.0
2015,chamberet,0.0,4.0
2015,chambon-sur-voueize,0.0,4.0
2015,chambourcy,0.0,16.0
2015,chambray-lès-tours,0.0,219.0
2015,chamonix-mont-blanc,0.0,8.0
2015,chamouille,0.0,4.0
2015,champagnac-de-belair,0.0,4.0
2015,champagne-mouton,0.0,4.0
2015,champagne-au-mont-d'or,0.0,70.0
2015,champagné-saint-hilaire,0.0,8.0
2015,champcevinel,0.0,8.0
2015,champigneulles,0.0,4.0
2015,champigny en rochereau,0.0,4.0
2015,champigny-sur-marne,0.0,286.0
2015,champlan,0.0,12.0
2015,champniers,0.0,168.0
2015,champtocé-sur-loire,0.0,4.0
2015,chanac,0.0,8.0
2015,chancelade,0.0,4.0
2015,changé,0.0,12.0
2015,chaniers,0.0,9.0
2015,chanteheux,0.0,4.0
2015,chanteloup-les-vignes,0.0,12.0
2015,chantepie,0.0,4.0
2015,chantonnay,0.0,16.0
2015,chapet,0.0,8.0
2015,chaponnay,0.0,68.0
2015,charbonnières-les-bains,0.0,8.0
2015,charenton-le-pont,0.0,176.0
2015,charleval,0.0,4.0
2015,charleville-mézières,0.0,33.0
2015,charly,0.0,8.0
2015,charmé,0.0,4.0
2015,charnay-lès-mâcon,0.0,8.0
2015,charny,0.0,4.0
2015,charron,0.0,9.0
2015,charroux,0.0,8.0
2015,chartres,0.0,404.0
2015,chartres-de-bretagne,0.0,4.0
2015,chartrettes,0.0,4.0
2015,chasseneuil-sur-bonnieure,0.0,28.0
2015,chassieu,0.0,12.0
2015,chasteaux,0.0,4.0
2015,chatou,0.0,4.0
2015,chauconin-neufmontiers,0.0,4.0
2015,chaudeney-sur-moselle,0.0,1.0
2015,chaudeyrac,0.0,8.0
2015,chauffry,0.0,4.0
2015,chaufour-lès-bonnières,0.0,12.0
2015,chaumes-en-brie,0.0,4.0
2015,chaumes-en-retz,0.0,8.0
2015,chaumont,0.0,177.0
2015,chauny,0.0,15.0
2015,chauvigny,0.0,40.0
2015,chauvé,0.0,4.0
2015,chavanat,0.0,2.0
2015,chavanod,0.0,5.0
2015,chaveignes,0.0,18.0
2015,chavelot,0.0,9.0
2015,chaville,0.0,12.0
2015,chazay-d'azergues,0.0,4.0
2015,cheffois,0.0,2.0
2015,cheix,0.0,25.0
2015,chelles,0.0,16.0
2015,chemaudin et vaux,0.0,144.0
2015,chemillé-en-anjou,0.0,8.0
2015,chenevelles,0.0,8.0
2015,chenevières,0.0,4.0
2015,chennevières-sur-marne,0.0,1153.0
2015,chenoise-cucharmoy,0.0,4.0
2015,chenôve,0.0,1100.0
2015,cherbourg-en-cotentin,0.0,67226.0
2015,chessy,0.0,323.0
2015,chevigny-saint-sauveur,0.0,4.0
2015,chevilly-larue,0.0,32.0
2015,choisy-en-brie,0.0,4.0
2015,cholet,0.0,596.0
2015,chouppes,0.0,8.0
2015,chusclan,0.0,8.0
2015,châlons-en-champagne,0.0,59.0
2015,châlus,0.0,9.0
2015,château-gaillard,0.0,32.0
2015,château-garnier,0.0,8.0
2015,château-gontier-sur-mayenne,0.0,8.0
2015,château-landon,0.0,4.0
2015,château-larcher,0.0,8.0
2015,château-thierry,0.0,10.0
2015,château-thébaud,0.0,4.0
2015,château-d'olonne,0.0,16.0
2015,châteaubourg,0.0,8.0
2015,châteaubriant,0.0,13.0
2015,châteaudun,0.0,4.0
2015,châteaugiron,0.0,4.0
2015,châteaulin,0.0,12.0
2015,châteauneuf-grasse,0.0,8.0
2015,châteauneuf-d'ille-et-vilaine,0.0,4.0
2015,châteauneuf-de-gadagne,0.0,4.0
2015,châteauneuf-de-randon,0.0,8.0
2015,châteauneuf-du-faou,0.0,4.0
2015,châteauneuf-du-pape,0.0,16.0
2015,châteauneuf-la-forêt,0.0,4.0
2015,châteauneuf-les-martigues,0.0,4.0
2015,châteauneuf-sur-charente,0.0,12.0
2015,châteauneuf-sur-isère,0.0,16.0
2015,châteaurenard,0.0,8.0
2015,châteauroux,0.0,84.0
2015,châtel,0.0,2.0
2015,châtelaillon-plage,0.0,18.0
2015,châtelaudren-plouagat,0.0,8.0
2015,châtenay-malabry,0.0,21.0
2015,châtenay-sur-seine,0.0,4.0
2015,châtenois,0.0,4.0
2015,châtenoy,0.0,4.0
2015,châtillon-la-borde,0.0,4.0
2015,chécy,0.0,4.0
2015,chéreng,0.0,8.0
2015,chézery-forens,0.0,1.0
2015,ciboure,0.0,4.0
2015,cierp-gaud,0.0,4.0
2015,cintegabelle,0.0,4.0
2015,cintray,0.0,3.0
2015,cipières,0.0,4.0
2015,cirey-sur-vezouze,0.0,4.0
2015,cissé,0.0,8.0
2015,civaux,0.0,8.0
2015,civrac-sur-dordogne,0.0,16.0
2015,civray,0.0,12.0
2015,civrieux-d'azergues,0.0,8.0
2015,cizos,0.0,8.0
2015,claira,0.0,440.0
2015,clairac,0.0,8.0
2015,clairefontaine-en-yvelines,0.0,4.0
2015,clairoix,0.0,6.0
2015,clairvaux-d'aveyron,0.0,8.0
2015,clapiers,0.0,32.0
2015,clarens,0.0,4.0
2015,claret,0.0,8.0
2015,claye-souilly,0.0,4.0
2015,clermont-l'hérault,0.0,4.0
2015,clichy,0.0,25.0
2015,clichy-sous-bois,0.0,9.0
2015,clisson,0.0,8.0
2015,clohars-carnoët,0.0,4.0
2015,clohars-fouesnant,0.0,4.0
2015,cloué,0.0,8.0
2015,cluses,0.0,82.0
2015,clécy,0.0,4.0
2015,cléder,0.0,4.0
2015,cléguer,0.0,4.0
2015,cléon,0.0,8.0
2015,coadout,0.0,4.0
2015,coarraze,0.0,4.0
2015,coatréven,0.0,4.0
2015,cocumont,0.0,4.0
2015,codognan,0.0,8.0
2015,codolet,0.0,16.0
2015,coignières,0.0,108.0
2015,colayrac-saint-cirq,0.0,20.0
2015,colleret,0.0,8.0
2015,colleville-montgomery,0.0,4.0
2015,colleville-sur-mer,0.0,4.0
2015,collias,0.0,4.0
2015,collioure,0.0,12.0
2015,collonges-au-mont-d'or,0.0,8.0
2015,collonges-sous-salève,0.0,2.0
2015,collongues,0.0,8.0
2015,colmar,0.0,222.0
2015,colombelles,0.0,22.0
2015,colombes,0.0,35.0
2015,colombey-les-belles,0.0,4.0
2015,colombier-saugnieu,0.0,20.0
2015,colombiers,0.0,8.0
2015,colomiers,0.0,168.0
2015,colpo,0.0,4.0
2015,coly-saint-amand,0.0,4.0
2015,combourg,0.0,6.0
2015,combovin,0.0,3.0
2015,combrit,0.0,4.0
2015,combrée,0.0,8.0
2015,comines,0.0,25.0
2015,commana,0.0,4.0
2015,commes,0.0,8.0
2015,commune nouvelle d'arrou,0.0,4.0
2015,compiègne,0.0,52.0
2015,concarneau,0.0,20.0
2015,conches-en-ouche,0.0,20.0
2015,concots,0.0,8.0
2015,concoules,0.0,8.0
2015,condat-sur-trincou,0.0,8.0
2015,condat-sur-vézère,0.0,4.0
2015,condette,0.0,8.0
2015,condom,0.0,19.0
2015,condrieu,0.0,12.0
2015,condé-en-normandie,0.0,16.0
2015,condé-sur-vire,0.0,8.0
2015,condé-sur-l'escaut,0.0,24.0
2015,conflans-sainte-honorine,0.0,24.0
2015,confolens,0.0,24.0
2015,congis-sur-thérouanne,0.0,4.0
2015,congénies,0.0,8.0
2015,conques-en-rouergue,0.0,16.0
2015,conteville,0.0,4.0
2015,contrexéville,0.0,4.0
2015,coquainvilliers,0.0,4.0
2015,coray,0.0,4.0
2015,corbas,0.0,31.0
2015,corbeil-essonnes,0.0,160.0
2015,corcieux,0.0,2.0
2015,corcoué-sur-logne,0.0,4.0
2015,cordemais,0.0,4.0
2015,cordes-sur-ciel,0.0,4.0
2015,corlay,0.0,4.0
2015,corme-royal,0.0,13.0
2015,cormeilles,0.0,4.0
2015,cormolain,0.0,4.0
2015,cornebarrieu,0.0,33.0
2015,corneilla-del-vercol,0.0,4.0
2015,cornillon,0.0,16.0
2015,cornillon-confoux,0.0,4.0
2015,cornus,0.0,8.0
2015,corrèze,0.0,4.0
2015,corsept,0.0,4.0
2015,corseul,0.0,4.0
2015,corte,0.0,20.0
2015,corzé,0.0,10.0
2015,cosne-cours-sur-loire,0.0,4.0
2015,cosnes-et-romain,0.0,6.0
2015,cossé-le-vivien,0.0,4.0
2015,coteaux-du-blanzacais,0.0,4.0
2015,coubron,0.0,5.0
2015,coudekerque-branche,0.0,295.0
2015,coudoux,0.0,4.0
2015,couffé,0.0,4.0
2015,couflens,0.0,16.0
2015,couiza,0.0,8.0
2015,coulombiers,0.0,8.0
2015,coulommiers,0.0,8.0
2015,coulonges-sur-l'autize,0.0,2.0
2015,coulounieix-chamiers,0.0,12.0
2015,coupelle-vieille,0.0,1.0
2015,coupiac,0.0,8.0
2015,courcelles-la-forêt,0.0,4.0
2015,courchevel,0.0,8.0
2015,courcy,0.0,4.0
2015,courcôme,0.0,4.0
2015,courgent,0.0,4.0
2015,courlans,0.0,2.0
2015,cournon,0.0,4.0
2015,cournon-d'auvergne,0.0,2.0
2015,cournonsec,0.0,8.0
2015,cournonterral,0.0,8.0
2015,courpalay,0.0,4.0
2015,courrières,0.0,41.0
2015,cours,0.0,24.0
2015,coursan,0.0,8.0
2015,courseulles-sur-mer,0.0,16.0
2015,courtisols,0.0,4.0
2015,courtry,0.0,8.0
2015,cousolre,0.0,8.0
2015,coutances,0.0,16.0
2015,coutençon,0.0,4.0
2015,couville,0.0,4.0
2015,couzon-au-mont-d'or,0.0,8.0
2015,coyecques,0.0,8.0
2015,coëx,0.0,8.0
2015,crach,0.0,1.0
2015,craon,0.0,8.0
2015,craponne,0.0,8.0
2015,crespin,0.0,8.0
2015,crespières,0.0,12.0
2015,cressensac-sarrazac,0.0,4.0
2015,creully sur seulles,0.0,12.0
2015,crevin,0.0,4.0
2015,creysse,0.0,5.0
2015,cricquebœuf,0.0,12.0
2015,croignon,0.0,4.0
2015,croisilles,0.0,1.0
2015,croissy-beaubourg,0.0,9.0
2015,croissy-sur-seine,0.0,8.0
2015,croix-en-ternois,0.0,16.0
2015,cros,0.0,1.0
2015,crossac,0.0,4.0
2015,croutelle,0.0,784.0
2015,crouy-sur-ourcq,0.0,4.0
2015,crozant,0.0,4.0
2015,crozon,0.0,16.0
2015,crusnes,0.0,4.0
2015,cruviers-lascours,0.0,4.0
2015,crèvecœur-en-brie,0.0,4.0
2015,créances,0.0,4.0
2015,créancey,0.0,4.0
2015,crécy-la-chapelle,0.0,8.0
2015,créon,0.0,36.0
2015,crépy-en-valois,0.0,48.0
2015,créteil,0.0,173.0
2015,cubjac-auvézère-val d'ans,0.0,4.0
2015,cubnezais,0.0,4.0
2015,cucq,0.0,6.0
2015,cuges-les-pins,0.0,4.0
2015,cugnaux,0.0,8.0
2015,cuhon,0.0,8.0
2015,cuincy,0.0,16.0
2015,cuisery,0.0,1.0
2015,cuq-toulza,0.0,8.0
2015,curis-au-mont-d'or,0.0,4.0
2015,cusset,0.0,4.0
2015,custines,0.0,4.0
2015,cuverville,0.0,4.0
2015,cuxac-cabardès,0.0,16.0
2015,cuxac-d'aude,0.0,8.0
2015,cysoing,0.0,1.0
2015,cénac-et-saint-julien,0.0,4.0
2015,cépie,0.0,8.0
2015,cérences,0.0,4.0
2015,céret,0.0,8.0
2015,cœur de causse,0.0,8.0
2015,daglan,0.0,4.0
2015,daluis,0.0,4.0
2015,damazan,0.0,8.0
2015,damelevières,0.0,4.0
2015,damgan,0.0,4.0
2015,damigny,0.0,1.0
2015,dammarie-les-lys,0.0,4.0
2015,dammartin-en-goële,0.0,4.0
2015,dammartin-en-serve,0.0,8.0
2015,damparis,0.0,1.0
2015,dangé-saint-romain,0.0,12.0
2015,daoulas,0.0,16.0
2015,dardilly,0.0,15.0
2015,darney,0.0,2.0
2015,darnétal,0.0,8.0
2015,daumazan-sur-arize,0.0,8.0
2015,dausse,0.0,4.0
2015,dax,0.0,80.0
2015,decazeville,0.0,18.0
2015,dechy,0.0,778.0
2015,decize,0.0,4.0
2015,delettes,0.0,8.0
2015,deneuvre,0.0,4.0
2015,denguin,0.0,4.0
2015,denneville,0.0,4.0
2015,denée,0.0,4.0
2015,derval,0.0,4.0
2015,desvres,0.0,53.0
2015,deuil-la-barre,0.0,16.0
2015,deux-grosnes,0.0,4.0
2015,deûlémont,0.0,8.0
2015,dieppe,0.0,400.0
2015,dieulouard,0.0,4.0
2015,dignac,0.0,4.0
2015,digne-les-bains,0.0,18.0
2015,dijon,0.0,288.0
2015,dimbsthal,0.0,16.0
2015,dinan,0.0,12.0
2015,dinard,0.0,12.0
2015,dinozé,0.0,2.0
2015,dinéault,0.0,4.0
2015,dirinon,0.0,4.0
2015,distré,0.0,353.0
2015,divatte-sur-loire,0.0,8.0
2015,dives-sur-mer,0.0,20.0
2015,divion,0.0,8.0
2015,diéval,0.0,8.0
2015,dol-de-bretagne,0.0,4.0
2015,dolus-d'oléron,0.0,6.0
2015,domagné,0.0,4.0
2015,domancy,0.0,7.0
2015,domazan,0.0,8.0
2015,domessin,0.0,3.0
2015,dommartin,0.0,8.0
2015,dommartin-lès-remiremont,0.0,2.0
2015,domme,0.0,4.0
2015,domont,0.0,12.0
2015,dompierre-sur-mer,0.0,6.0
2015,dompierre-sur-yon,0.0,8.0
2015,don,0.0,24.0
2015,donges,0.0,8.0
2015,donnemarie-dontilly,0.0,4.0
2015,donnenheim,0.0,3.0
2015,donville-les-bains,0.0,4.0
2015,donzenac,0.0,4.0
2015,dorres,0.0,8.0
2015,douai,0.0,295.0
2015,douains,0.0,13.0
2015,douarnenez,0.0,24.0
2015,douelle,0.0,8.0
2015,dourbies,0.0,4.0
2015,dourdan,0.0,4.0
2015,dourgne,0.0,8.0
2015,douvres-la-délivrande,0.0,6.0
2015,douvrin,0.0,8.0
2015,douzens,0.0,8.0
2015,doué-en-anjou,0.0,14.0
2015,doyet,0.0,1.0
2015,dozulé,0.0,8.0
2015,dracé,0.0,256.0
2015,draguignan,0.0,32.0
2015,draveil,0.0,33.0
2015,drefféac,0.0,4.0
2015,drincham,0.0,2.0
2015,drémil-lafage,0.0,8.0
2015,duault,0.0,4.0
2015,ducey-les chéris,0.0,4.0
2015,ducos,0.0,2.0
2015,dugny,0.0,7.0
2015,duilhac-sous-peyrepertuse,0.0,8.0
2015,dun,0.0,4.0
2015,dun-le-palestel,0.0,22.0
2015,dunkerque,0.0,444.0
2015,duras,0.0,6.0
2015,duravel,0.0,8.0
2015,durbans,0.0,4.0
2015,durenque,0.0,4.0
2015,durtal,0.0,4.0
2015,duttlenheim,0.0,8.0
2015,décines-charpieu,0.0,20.0
2015,dégagnac,0.0,8.0
2015,démouville,0.0,4.0
2015,déols,0.0,24.0
2015,déville-lès-rouen,0.0,8.0
2015,eaunes,0.0,4.0
2015,ecques,0.0,8.0
2015,ecquevilly,0.0,8.0
2015,edern,0.0,4.0
2015,eguisheim,0.0,4.0
2015,einville-au-jard,0.0,4.0
2015,elbeuf,0.0,24.0
2015,elliant,0.0,4.0
2015,ellon,0.0,4.0
2015,elne,0.0,16.0
2015,elven,0.0,19.0
2015,emmerin,0.0,8.0
2015,encausse-les-thermes,0.0,4.0
2015,enghien-les-bains,0.0,58.0
2015,ennetières-en-weppes,0.0,8.0
2015,ennevelin,0.0,38.0
2015,enquin-lez-guinegatte,0.0,8.0
2015,ensuès-la-redonne,0.0,4.0
2015,entraygues-sur-truyère,0.0,8.0
2015,entrechaux,0.0,1.0
2015,entzheim,0.0,97.0
2015,erbray,0.0,4.0
2015,erdeven,0.0,4.0
2015,erdre-en-anjou,0.0,4.0
2015,ergué-gabéric,0.0,8.0
2015,ermont,0.0,36.0
2015,ernolsheim-lès-saverne,0.0,192.0
2015,ernée,0.0,12.0
2015,erquinghem-lys,0.0,8.0
2015,erquinghem-le-sec,0.0,8.0
2015,erquy,0.0,4.0
2015,errouville,0.0,4.0
2015,ersa,0.0,12.0
2015,escalquens,0.0,4.0
2015,escautpont,0.0,2.0
2015,escobecques,0.0,8.0
2015,escoubès-pouts,0.0,4.0
2015,escource,0.0,16.0
2015,escragnolles,0.0,8.0
2015,espalion,0.0,8.0
2015,espelette,0.0,4.0
2015,espezel,0.0,12.0
2015,espira-de-l'agly,0.0,8.0
2015,espoey,0.0,4.0
2015,espondeilhan,0.0,8.0
2015,espéraza,0.0,8.0
2015,esquièze-sère,0.0,4.0
2015,essarts en bocage,0.0,16.0
2015,essey-lès-nancy,0.0,4.0
2015,estaing,0.0,8.0
2015,estaires,0.0,24.0
2015,estancarbon,0.0,48.0
2015,esterre,0.0,8.0
2015,estillac,0.0,8.0
2015,excideuil,0.0,4.0
2015,exideuil-sur-vienne,0.0,4.0
2015,eybens,0.0,4.0
2015,eygalières,0.0,4.0
2015,eyguières,0.0,4.0
2015,eymet,0.0,4.0
2015,eyne,0.0,8.0
2015,eyragues,0.0,4.0
2015,eyrans,0.0,4.0
2015,eysines,0.0,18.0
2015,fabas,0.0,4.0
2015,faissault,0.0,4.0
2015,falaise,0.0,16.0
2015,famars,0.0,32.0
2015,fanjeaux,0.0,8.0
2015,faremoutiers,0.0,18.0
2015,fargues-saint-hilaire,0.0,4.0
2015,fatines,0.0,4.0
2015,fauch,0.0,4.0
2015,fauquembergues,0.0,9.0
2015,faute-sur-mer,0.0,8.0
2015,faux,0.0,4.0
2015,fay-de-bretagne,0.0,4.0
2015,faÿ-lès-nemours,0.0,4.0
2015,feignies,0.0,42.0
2015,fenain,0.0,8.0
2015,fendeille,0.0,8.0
2015,feneu,0.0,4.0
2015,fenouillet,0.0,14.0
2015,ferrals-les-corbières,0.0,8.0
2015,ferrière-la-grande,0.0,8.0
2015,ferrière-la-petite,0.0,8.0
2015,feucherolles,0.0,8.0
2015,feuchy,0.0,27.0
2015,feugarolles,0.0,4.0
2015,feuguerolles-bully,0.0,8.0
2015,feurs,0.0,24.0
2015,feyzin,0.0,12.0
2015,fiac,0.0,8.0
2015,fiennes,0.0,1.0
2015,fierville-les-parcs,0.0,4.0
2015,figari,0.0,108.0
2015,figeac,0.0,76.0
2015,firmi,0.0,12.0
2015,flagnac,0.0,8.0
2015,flagy,0.0,4.0
2015,flamanville,0.0,4.0
2015,flers,0.0,2.0
2015,flers-en-escrebieux,0.0,8.0
2015,fleurbaix,0.0,8.0
2015,fleurie,0.0,4.0
2015,fleurieu-sur-saône,0.0,4.0
2015,fleury,0.0,28.0
2015,fleury-la-forêt,0.0,4.0
2015,fleury-les-aubrais,0.0,2.0
2015,fleury-sur-andelle,0.0,4.0
2015,fleury-sur-orne,0.0,4.0
2015,fleuré,0.0,8.0
2015,flin,0.0,4.0
2015,flines-lez-raches,0.0,8.0
2015,flins-sur-seine,0.0,16.0
2015,floirac,0.0,12.0
2015,florac trois rivières,0.0,8.0
2015,florentin,0.0,4.0
2015,flourens,0.0,8.0
2015,fléchin,0.0,8.0
2015,foissac,0.0,4.0
2015,foix,0.0,32.0
2015,follainville-dennemont,0.0,4.0
2015,folligny,0.0,4.0
2015,fonsorbes,0.0,4.0
2015,font-romeu-odeillo-via,0.0,8.0
2015,fontaine,0.0,126.0
2015,fontaine-fourches,0.0,4.0
2015,fontaine-henry,0.0,8.0
2015,fontaine-de-vaucluse,0.0,16.0
2015,fontaine-le-comte,0.0,8.0
2015,fontaine-le-port,0.0,4.0
2015,fontaine-sous-préaux,0.0,8.0
2015,fontaine-étoupefour,0.0,4.0
2015,fontaines-saint-martin,0.0,4.0
2015,fontaines-sur-saône,0.0,16.0
2015,fontanil-cornillon,0.0,64.0
2015,fontarèches,0.0,36.0
2015,fontenailles,0.0,4.0
2015,fontenay-saint-père,0.0,4.0
2015,fontenay-en-parisis,0.0,8.0
2015,fontenay-le-comte,0.0,39.0
2015,fontenay-le-fleury,0.0,16.0
2015,fontenilles,0.0,4.0
2015,fontenoy-la-joûte,0.0,4.0
2015,fontevraud-l'abbaye,0.0,8.0
2015,fontrabiouse,0.0,8.0
2015,fontvieille,0.0,4.0
2015,forbach,0.0,39.0
2015,forest-sur-marque,0.0,8.0
2015,forges,0.0,132.0
2015,fort-de-france,0.0,15.0
2015,fos-sur-mer,0.0,8.0
2015,foucherans,0.0,48.0
2015,fouesnant,0.0,8.0
2015,fougerolles-du-plessis,0.0,4.0
2015,fougères,0.0,16.0
2015,foulayronnes,0.0,8.0
2015,fourmies,0.0,34.0
2015,fourneaux,0.0,24.0
2015,fournes-en-weppes,0.0,8.0
2015,fourques,0.0,16.0
2015,fourques-sur-garonne,0.0,4.0
2015,fourquevaux,0.0,4.0
2015,fragnes-la loyère,0.0,10.0
2015,fraimbois,0.0,4.0
2015,francheleins,0.0,1.0
2015,francheville,0.0,16.0
2015,franconville,0.0,4.0
2015,francs,0.0,4.0
2015,franois,0.0,128.0
2015,franqueville-saint-pierre,0.0,8.0
2015,frelinghien,0.0,8.0
2015,frenelles-en-vexin,0.0,4.0
2015,freneuse,0.0,2.0
2015,fresnay-l'évêque,0.0,2.0
2015,fresnes,0.0,28.0
2015,fresnes-sur-escaut,0.0,8.0
2015,fresnes-sur-marne,0.0,4.0
2015,fresnicourt-le-dolmen,0.0,4.0
2015,fresse-sur-moselle,0.0,1.0
2015,fretin,0.0,165.0
2015,fromelles,0.0,8.0
2015,fronsac,0.0,4.0
2015,frontignan,0.0,28.0
2015,frontignan-de-comminges,0.0,4.0
2015,fronton,0.0,4.0
2015,frossay,0.0,4.0
2015,frouzins,0.0,4.0
2015,furiani,0.0,162.0
2015,fuveau,0.0,4.0
2015,fyé,0.0,4.0
2015,fégréac,0.0,4.0
2015,férel,0.0,4.0
2015,féricy,0.0,4.0
2015,gabarret,0.0,4.0
2015,gagnac-sur-garonne,0.0,8.0
2015,gaillac,0.0,16.0
2015,gaillard,0.0,5.0
2015,gaillon,0.0,20.0
2015,galan,0.0,4.0
2015,galez,0.0,4.0
2015,galgon,0.0,4.0
2015,gallargues-le-montueux,0.0,8.0
2015,gan,0.0,4.0
2015,ganges,0.0,16.0
2015,gap,0.0,179.0
2015,garat,0.0,4.0
2015,gardanne,0.0,20.0
2015,gardonne,0.0,4.0
2015,gardouch,0.0,4.0
2015,gargenville,0.0,10.0
2015,garlin,0.0,4.0
2015,garnay,0.0,2.0
2015,garons,0.0,8.0
2015,garrigues-sainte-eulalie,0.0,12.0
2015,gars,0.0,4.0
2015,gasny,0.0,4.0
2015,gastes,0.0,108.0
2015,gauchin-légal,0.0,8.0
2015,gaujac,0.0,4.0
2015,gauville,0.0,2.0
2015,gavarnie-gèdre,0.0,40.0
2015,gavray-sur-sienne,0.0,4.0
2015,gazeran,0.0,24.0
2015,geaune,0.0,4.0
2015,geispolsheim,0.0,16.0
2015,gelos,0.0,4.0
2015,genas,0.0,10.0
2015,genay,0.0,7.0
2015,geneston,0.0,13.0
2015,gennes,0.0,24.0
2015,gennes-val-de-loire,0.0,4.0
2015,gennevilliers,0.0,107.0
2015,ger,0.0,4.0
2015,gerbéviller,0.0,4.0
2015,germs-sur-l'oussouet,0.0,8.0
2015,gerzat,0.0,9.0
2015,gestel,0.0,4.0
2015,gevrey-chambertin,0.0,64.0
2015,ghisonaccia,0.0,13.0
2015,ghyvelde,0.0,2.0
2015,gif-sur-yvette,0.0,12.0
2015,gigean,0.0,8.0
2015,gignac,0.0,32.0
2015,gignac-la-nerthe,0.0,8.0
2015,ginestas,0.0,8.0
2015,giroussens,0.0,4.0
2015,gisors,0.0,10.0
2015,givenchy-en-gohelle,0.0,2.0
2015,giverny,0.0,8.0
2015,gizay,0.0,8.0
2015,gières,0.0,2.0
2015,gleizé,0.0,4.0
2015,glomel,0.0,4.0
2015,glonville,0.0,4.0
2015,glos,0.0,6.0
2015,godewaersvelde,0.0,4.0
2015,gognies-chaussée,0.0,8.0
2015,golbey,0.0,4.0
2015,golinhac,0.0,8.0
2015,gometz-le-châtel,0.0,64.0
2015,gondecourt,0.0,1.0
2015,gonesse,0.0,88.0
2015,gonfreville-l'orcher,0.0,64.0
2015,gonnehem,0.0,8.0
2015,gontaud-de-nogaret,0.0,4.0
2015,gorbio,0.0,4.0
2015,gorges,0.0,4.0
2015,gorron,0.0,4.0
2015,gouaix,0.0,4.0
2015,gouarec,0.0,4.0
2015,goudargues,0.0,4.0
2015,gouesnach,0.0,4.0
2015,gouesnou,0.0,272.0
2015,goulien,0.0,4.0
2015,gourdon,0.0,28.0
2015,gourin,0.0,4.0
2015,gournay-sur-marne,0.0,5.0
2015,goussainville,0.0,20.0
2015,goussonville,0.0,8.0
2015,gouvieux,0.0,106.0
2015,gouville-sur-mer,0.0,8.0
2015,gouvix,0.0,4.0
2015,grabels,0.0,32.0
2015,gradignan,0.0,6.0
2015,graimbouville,0.0,4.0
2015,grainville-langannerie,0.0,4.0
2015,grainville-sur-odon,0.0,4.0
2015,gramat,0.0,4.0
2015,grambois,0.0,4.0
2015,grand bourgtheroulde,0.0,4.0
2015,grand-champ,0.0,4.0
2015,grand-couronne,0.0,8.0
2015,grand-fort-philippe,0.0,16.0
2015,grandcamp-maisy,0.0,4.0
2015,grandchamps-des-fontaines,0.0,4.0
2015,grandfresnoy,0.0,100.0
2015,grandparigny,0.0,8.0
2015,grandrieu,0.0,8.0
2015,granges-aumontzey,0.0,4.0
2015,grans,0.0,4.0
2015,granville,0.0,28.0
2015,grasse,0.0,172.0
2015,gratens,0.0,4.0
2015,gratentour,0.0,4.0
2015,graulhet,0.0,88.0
2015,graveson,0.0,4.0
2015,gravigny,0.0,4.0
2015,gravon,0.0,4.0
2015,grenade,0.0,4.0
2015,grenade-sur-l'adour,0.0,16.0
2015,grenoble,0.0,130.0
2015,grentheville,0.0,4.0
2015,gressy,0.0,4.0
2015,grez-en-bouère,0.0,4.0
2015,grignols,0.0,4.0
2015,grigny,0.0,8.0
2015,groffliers,0.0,2.0
2015,groisy,0.0,32.0
2015,groix,0.0,4.0
2015,groléjac,0.0,4.0
2015,groslay,0.0,8.0
2015,gruchet-le-valasse,0.0,4.0
